,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_l30d,review_scores_rating,instant_bookable,reviews_per_month,name_length,description_length,host_about_length,verifications_length,amenities_length,host_since_days,first_reviews_days,last_review_days,price_per_accommodates,has_Hair_dryer,flag
1283,1.0,1.0,1.0,2.0,1.0,40.64902,-74.00896999999999,1.0,1.0,1.0,59.0,30.0,45.0,46.0,0.0,99.0,0.0,0.48,5.0,156.0,139.0,5.0,16.0,3299.0,2882.0,311.0,59.0,1.0,1
15857,0.67,0.5,0.0,2.0,1.0,40.86756,-73.90646,3.0,1.0,0.0,50.0,5.0,1125.0,4.0,0.0,90.0,0.0,0.1,2.0,89.0,8.0,4.0,20.0,2405.0,1216.0,980.0,16.666666666666668,0.0,1
27081,0.67,0.64,0.0,1.0,1.0,40.673,-73.9518,6.0,3.0,3.0,171.0,30.0,365.0,15.0,0.0,85.0,0.0,0.93,13.0,132.0,10.0,5.0,22.0,1602.0,484.0,40.0,28.5,0.0,1
15143,1.0,0.7,1.0,2.0,1.0,40.70055,-73.99348,8.0,4.0,6.0,1195.0,2.0,1125.0,41.0,0.0,98.0,0.0,0.95,7.0,140.0,14.0,6.0,49.0,2906.0,1289.0,136.0,149.375,1.0,1
3990,1.0,0.43,0.0,18.0,0.0,40.764959999999995,-73.9282,1.0,1.0,1.0,39.0,31.0,365.0,2.0,0.0,90.0,0.0,0.03,2.0,41.0,385.0,3.0,9.0,3099.0,2240.0,1226.0,39.0,0.0,1
26344,1.0,1.0,0.0,1.0,1.0,40.72721,-74.00119000000001,2.0,1.0,1.0,150.0,30.0,1125.0,24.0,0.0,98.0,0.0,1.35,4.0,169.0,8.0,4.0,20.0,3259.0,531.0,333.0,75.0,1.0,1
6178,0.71,0.69,0.0,1.0,1.0,40.66664,-73.92805,2.0,1.0,1.0,40.0,2.0,1125.0,80.0,1.0,90.0,0.0,1.98,4.0,169.0,129.0,8.0,34.0,2034.0,1209.0,26.0,20.0,1.0,1
22656,1.0,0.82,0.0,177.0,1.0,40.74731,-73.91954,1.0,1.0,1.0,31.0,30.0,1125.0,2.0,0.0,60.0,0.0,0.44,9.0,159.0,622.0,7.0,23.0,1320.0,135.0,98.0,31.0,1.0,1
1987,1.0,0.8,0.0,1.0,1.0,40.6784,-73.89362,2.0,2.0,3.0,111.0,2.0,14.0,404.0,0.0,96.0,0.0,7.13,4.0,173.0,137.0,8.0,36.0,3238.0,1700.0,34.0,55.5,1.0,1
16231,1.0,0.96,0.0,1.0,1.0,40.6691,-73.98261,5.0,3.0,4.0,160.0,2.0,28.0,86.0,1.0,95.0,0.0,2.18,5.0,161.0,84.0,6.0,57.0,3894.0,1182.0,26.0,32.0,1.0,1
31629,1.0,0.99,0.0,38.0,1.0,40.74774,-73.98884,4.0,1.4956773484374217,2.0,73.0,1.0,365.0,12.0,1.0,87.0,1.0,1.57,9.0,155.0,36.0,6.0,24.0,247.0,228.0,15.0,18.25,1.0,0
1863,0.95,1.0,0.0,52.0,1.0,40.72531,-73.94221999999999,4.0,1.0,1.0,89.0,30.0,365.0,10.0,0.0,92.0,1.0,0.12,6.0,152.0,4.0,5.0,27.0,2762.0,2532.0,524.0,22.25,1.0,1
7042,1.0,0.71,0.0,2.0,0.0,40.73983,-74.00102,2.0,1.0,0.0,210.0,7.0,28.0,7.0,0.0,96.0,1.0,0.11,8.0,78.0,227.0,5.0,21.0,3147.0,1899.0,389.0,105.0,1.0,1
29572,0.86,0.75,0.0,3.0,1.0,40.80198,-73.96692,2.0,1.0,1.0,40.0,2.0,14.0,9.0,2.0,93.0,0.0,0.72,11.0,157.0,60.0,8.0,29.0,2606.0,374.0,12.0,20.0,1.0,1
34800,1.0,1.0,0.0,1.0,1.0,40.69948,-73.92189,2.0,1.0,1.0,91.0,3.0,1125.0,3.0,1.0,100.0,0.0,1.3,4.0,166.0,35.0,7.0,21.0,978.0,68.0,20.0,45.5,1.0,1
6696,1.0,0.98,1.0,1.0,0.0,40.85597,-73.9333,2.0,1.0,1.0,59.0,7.0,1125.0,116.0,0.0,98.0,0.0,2.47,7.0,165.0,28.0,7.0,30.0,2061.0,1407.0,72.0,29.5,1.0,1
22655,0.9,1.0,1.0,3.0,0.0,40.6465,-74.00045,1.0,1.0,1.0,42.0,30.0,1125.0,13.0,0.0,98.0,0.0,0.58,7.0,175.0,2.0,4.0,24.0,2297.0,676.0,46.0,42.0,1.0,1
18610,1.0,1.0,0.0,0.0,1.0,40.73186,-73.98783,6.0,3.0,4.0,950.0,30.0,60.0,12.0,0.0,100.0,0.0,0.38,5.0,158.0,154.0,6.0,31.0,2047.0,957.0,69.0,158.33333333333334,1.0,1
17412,1.0,0.93,1.0,4.0,1.0,40.68589,-73.94315,2.0,1.0,4.0,145.0,4.0,28.0,80.0,0.0,99.0,0.0,2.17,7.0,160.0,141.0,7.0,43.0,1389.0,1104.0,84.0,72.5,1.0,1
17513,1.0,1.0,0.0,2.0,1.0,40.64492,-73.97359,2.0,1.0,1.0,69.0,3.0,1125.0,133.0,2.0,94.0,1.0,3.63,8.0,178.0,70.0,5.0,18.0,2158.0,1099.0,17.0,34.5,1.0,1
10752,1.0,0.94,1.0,6.0,1.0,40.692809999999994,-73.91018000000001,2.0,1.0,1.0,50.0,30.0,60.0,50.0,0.0,98.0,0.0,1.13,6.0,101.0,77.0,8.0,25.0,3246.0,1330.0,382.0,25.0,1.0,1
21534,1.0,0.82,0.0,177.0,1.0,40.749320000000004,-73.90137,1.0,1.0,1.0,30.0,30.0,1125.0,6.0,0.0,100.0,0.0,0.29,7.0,132.0,622.0,7.0,26.0,1320.0,616.0,83.0,30.0,1.0,1
1247,1.0,1.0,1.0,1.0,1.0,40.784290000000006,-73.97815,2.0,1.0,1.0,85.0,2.0,30.0,245.0,0.0,95.0,0.0,2.54,11.0,173.0,289.0,5.0,26.0,3106.0,2895.0,333.0,42.5,1.0,1
31790,1.0,0.96,1.0,0.0,1.0,40.67495,-73.97646,5.0,3.0,3.0,168.0,3.0,1125.0,12.0,0.0,100.0,0.0,1.65,6.0,172.0,57.0,4.0,32.0,2763.0,217.0,32.0,33.6,1.0,1
27604,1.0,0.83,1.0,1.0,1.0,40.7903,-73.82336,4.0,1.0,3.0,80.0,30.0,1125.0,11.0,0.0,100.0,0.0,0.73,7.0,166.0,5.0,4.0,33.0,1149.0,452.0,308.0,20.0,1.0,1
22699,1.0,0.91,0.0,0.0,0.0,40.76404,-73.91991999999999,2.0,1.0,1.0,75.0,1.0,4.0,1.0,0.0,100.0,0.0,0.09,5.0,179.0,30.0,2.0,18.0,2396.0,334.0,334.0,37.5,1.0,1
22858,0.9,0.6,0.0,1.0,1.0,40.7256,-73.99379,2.0,1.0,1.0,275.0,2.0,1125.0,13.0,0.0,94.0,0.0,0.56,9.0,75.0,7.0,4.0,31.0,3373.0,699.0,254.0,137.5,0.0,1
16833,0.96,0.92,1.0,125.0,0.0,40.749829999999996,-73.97679000000001,3.0,2.0,2.0,199.0,30.0,1125.0,1.0,0.0,100.0,0.0,0.11,6.0,22.0,93.0,3.0,20.0,1801.0,282.0,282.0,66.33333333333333,1.0,1
27643,1.0,0.69,0.0,0.0,0.0,40.61936,-74.0758,4.0,2.0,2.0,80.0,30.0,90.0,8.0,0.0,98.0,0.0,0.59,4.0,70.0,5.0,1.0,22.0,489.0,405.0,204.0,20.0,0.0,1
35280,1.0,1.0,1.0,3.0,1.0,40.68801,-73.85103000000001,1.0,1.0,1.0,17.0,30.0,1125.0,1.0,0.0,100.0,1.0,0.91,9.0,44.0,46.0,6.0,21.0,1837.0,32.0,32.0,17.0,1.0,1
24154,0.89,0.91,0.0,1.0,0.0,40.72022,-73.98925,3.0,1.0,1.0,81.0,30.0,1125.0,14.0,0.0,96.0,1.0,0.68,7.0,160.0,25.0,5.0,14.0,638.0,619.0,52.0,27.0,1.0,1
18583,1.0,0.5,0.0,3.0,1.0,40.670120000000004,-73.97921,6.0,3.0,4.0,195.0,10.0,1125.0,3.0,0.0,100.0,0.0,0.12,6.0,97.0,69.0,6.0,30.0,3279.0,773.0,179.0,32.5,1.0,1
13310,0.9,0.64,1.0,3.0,1.0,40.69712,-73.92381,3.0,1.0,1.0,75.0,3.0,31.0,231.0,0.0,98.0,0.0,4.8,8.0,179.0,64.0,6.0,29.0,3363.0,1442.0,334.0,25.0,1.0,1
19621,1.0,0.93,1.0,1.0,1.0,40.76603,-73.98275,2.0,1.0,0.0,130.0,2.0,1125.0,20.0,0.0,99.0,1.0,0.67,8.0,53.0,25.0,7.0,17.0,2134.0,894.0,54.0,65.0,1.0,1
34997,1.0,0.94,0.0,0.0,1.0,40.71765,-73.98931999999999,2.0,1.0,1.0,150.0,3.0,90.0,1.0,0.0,100.0,1.0,0.52,9.0,91.0,73.0,6.0,17.0,2834.0,57.0,57.0,75.0,0.0,1
9390,0.0,0.88,0.0,9.0,1.0,40.63146,-74.03031,12.0,3.0,12.0,554.0,2.0,90.0,6.0,0.0,100.0,0.0,0.21,9.0,176.0,181.0,9.0,29.0,2320.0,870.0,545.0,46.166666666666664,1.0,1
25155,1.0,1.0,1.0,1.0,1.0,40.75666,-73.9655,3.0,1.3789771715732826,2.0,126.0,28.0,1125.0,11.0,0.0,100.0,1.0,0.57,9.0,170.0,4.0,6.0,27.0,590.0,582.0,33.0,42.0,1.0,0
680,1.0,0.85,0.0,1.0,1.0,40.65408,-73.87883000000001,4.0,1.0,4.0,75.0,30.0,1125.0,57.0,0.0,90.0,0.0,0.54,9.0,146.0,24.0,4.0,34.0,3253.0,3185.0,63.0,18.75,1.0,1
18476,0.95,0.99,1.0,50.0,1.0,40.74951,-73.97658,3.0,1.0,2.0,110.0,30.0,365.0,1.0,0.0,100.0,1.0,0.03,5.0,157.0,6.0,4.0,24.0,1424.0,937.0,937.0,36.666666666666664,1.0,1
24730,1.0,1.0,0.0,3.0,1.0,40.674929999999996,-73.79755,2.0,1.0,2.0,60.0,1.0,30.0,23.0,1.0,93.0,0.0,1.13,8.0,133.0,19.0,4.0,29.0,646.0,607.0,18.0,30.0,0.0,1
32569,1.0,0.56,1.0,1.0,1.0,40.72797,-73.99972,2.0,1.0,1.0,90.0,14.0,1125.0,3.0,0.0,93.0,1.0,0.68,7.0,163.0,37.0,6.0,23.0,2917.0,131.0,69.0,45.0,1.0,1
34156,1.0,1.0,0.0,0.0,1.0,40.689859999999996,-73.94374,2.0,1.0,1.0,40.0,30.0,367.0,1.0,0.0,80.0,1.0,0.63,4.0,158.0,136.0,5.0,15.0,115.0,47.0,47.0,20.0,1.0,1
1929,1.0,1.0,0.0,1.0,1.0,40.70982,-73.9642,6.0,2.0,3.0,125.0,5.0,180.0,184.0,1.0,95.0,1.0,2.06,5.0,161.0,115.0,6.0,30.0,2683.0,2674.0,18.0,20.833333333333332,1.0,1
16486,1.0,0.78,1.0,1.0,1.0,40.66492,-73.93767,6.0,3.0,5.0,205.0,30.0,45.0,119.0,0.0,99.0,0.0,3.09,9.0,152.0,83.0,9.0,52.0,1180.0,1154.0,75.0,34.166666666666664,1.0,1
27641,1.0,1.0,1.0,2.0,1.0,40.82564,-73.94569,8.0,3.0,4.0,250.0,30.0,30.0,6.0,0.0,100.0,1.0,0.45,6.0,115.0,72.0,6.0,31.0,1495.0,400.0,70.0,31.25,1.0,1
18129,1.0,1.0,0.0,2.0,1.0,40.76485,-73.98963,1.0,1.0,1.0,79.0,14.0,20.0,67.0,0.0,97.0,0.0,1.96,4.0,157.0,61.0,6.0,20.0,1451.0,1023.0,669.0,79.0,1.0,1
13637,0.9,0.64,1.0,3.0,1.0,40.6958,-73.92484,2.0,1.0,1.0,75.0,3.0,31.0,215.0,0.0,97.0,0.0,4.65,7.0,179.0,64.0,6.0,28.0,3363.0,1387.0,328.0,37.5,1.0,1
154,0.08,0.89,0.0,5.0,1.0,40.63536,-74.08537,2.0,1.0,1.0,30.0,30.0,365.0,213.0,0.0,89.0,0.0,1.73,6.0,191.0,73.0,5.0,29.0,3722.0,3700.0,287.0,15.0,0.0,1
17933,1.0,0.96,1.0,5.0,1.0,40.805440000000004,-73.93633,4.0,1.0,1.0,36.0,1.0,30.0,107.0,1.0,98.0,0.0,3.24,9.0,81.0,78.0,7.0,37.0,1277.0,991.0,17.0,9.0,1.0,1
27574,1.0,0.88,1.0,0.0,1.0,40.85303,-73.85732,2.0,1.0,1.0,63.0,1.0,14.0,11.0,0.0,98.0,0.0,2.23,5.0,186.0,41.0,4.0,26.0,738.0,147.0,40.0,31.5,1.0,1
34011,1.0,0.73,0.0,1.0,1.0,40.68352,-73.9621,2.0,1.0,1.0,70.0,14.0,30.0,3.0,1.0,87.0,0.0,1.29,9.0,99.0,40.0,8.0,11.0,1853.0,69.0,4.0,35.0,0.0,1
22157,1.0,1.0,0.0,2.0,1.0,40.82431,-73.94102,2.0,1.0,1.0,202.0,1.0,29.0,2.0,0.0,100.0,0.0,0.08,4.0,152.0,12.0,6.0,34.0,797.0,768.0,258.0,101.0,1.0,1
23430,1.0,0.94,0.0,3.0,1.0,40.68786,-73.75189,1.0,1.0,1.0,45.0,7.0,1125.0,18.0,0.0,91.0,1.0,0.8,3.0,110.0,26.0,8.0,18.0,1270.0,674.0,435.0,45.0,0.0,1
6858,1.0,1.0,1.0,3.0,1.0,40.64355,-74.01908,2.0,1.0,1.0,46.0,1.0,1125.0,17.0,0.0,94.0,0.0,0.26,6.0,163.0,49.0,6.0,20.0,2241.0,1980.0,457.0,23.0,0.0,1
11388,0.9,0.98,1.0,2.0,0.0,40.76036,-73.97281,2.0,1.0,2.0,190.0,3.0,1125.0,184.0,0.0,96.0,0.0,3.35,8.0,135.0,53.0,3.0,17.0,1805.0,1649.0,330.0,95.0,1.0,1
32012,1.0,0.93,0.0,10.0,1.0,40.7038,-73.92642,2.0,1.0,1.0,32.0,30.0,1125.0,3.0,0.0,87.0,1.0,0.7,8.0,161.0,136.0,6.0,19.0,281.0,127.0,57.0,16.0,1.0,1
35308,0.96,1.0,0.0,116.0,1.0,40.76171,-73.99745,8.0,3.0,3.0,245.0,30.0,1125.0,1.0,0.0,40.0,1.0,0.56,8.0,147.0,86.0,6.0,16.0,1019.0,53.0,53.0,30.625,1.0,1
10908,1.0,1.0,1.0,4.0,1.0,40.816520000000004,-73.94526,2.0,1.0,2.0,100.0,5.0,27.0,143.0,0.0,99.0,0.0,2.54,8.0,160.0,267.0,6.0,28.0,2777.0,1690.0,401.0,50.0,1.0,1
11976,1.0,0.96,1.0,4.0,0.0,40.720490000000005,-73.90624,2.0,1.0,1.0,38.0,30.0,1125.0,33.0,0.0,93.0,0.0,0.62,2.0,160.0,105.0,6.0,29.0,2015.0,1588.0,113.0,19.0,1.0,1
20744,0.0,0.75,0.0,2.0,1.0,40.773590000000006,-73.94583,1.0,1.0,1.0,69.0,1.0,30.0,22.0,0.0,100.0,0.0,1.24,6.0,177.0,152.0,8.0,21.0,2328.0,533.0,328.0,69.0,1.0,1
31558,1.0,1.0,1.0,2.0,1.0,40.87684,-73.86525999999999,3.0,1.0,1.0,171.0,30.0,365.0,7.0,0.0,100.0,1.0,1.67,6.0,166.0,3.0,6.0,30.0,977.0,125.0,63.0,57.0,1.0,1
2205,0.9,0.86,0.0,2.0,1.0,40.800329999999995,-73.96509,4.0,2.0,3.0,115.0,30.0,1125.0,55.0,0.0,96.0,0.0,0.67,6.0,155.0,6.0,4.0,32.0,2609.0,2455.0,37.0,28.75,1.0,1
11321,1.0,1.0,0.0,0.0,0.0,40.73574,-73.9829,3.0,1.0,2.0,115.0,10.0,180.0,3.0,0.0,93.0,0.0,0.22,7.0,87.0,33.0,3.0,29.0,2462.0,406.0,97.0,38.333333333333336,1.0,1
15646,0.9,0.96,0.0,14.0,1.0,40.7514,-73.85948,2.0,1.0,0.0,49.0,2.0,1005.0,241.0,2.0,91.0,0.0,5.82,3.0,165.0,68.0,7.0,18.0,1250.0,1242.0,22.0,24.5,1.0,1
16110,0.92,1.0,0.0,1.0,1.0,40.723279999999995,-73.98277,2.0,1.0,1.0,125.0,4.0,300.0,89.0,0.0,85.0,0.0,2.25,7.0,169.0,10.0,8.0,22.0,2622.0,1187.0,145.0,62.5,1.0,1
19795,0.33,0.25,0.0,1.0,1.0,40.79765,-73.93879,2.0,2.0,2.0,56.0,30.0,1125.0,12.0,0.0,87.0,0.0,0.41,8.0,151.0,41.0,6.0,21.0,919.0,886.0,401.0,28.0,1.0,1
1961,0.9,1.0,1.0,1.0,1.0,40.776309999999995,-73.97953000000001,2.0,1.0,1.0,180.0,30.0,120.0,292.0,0.0,95.0,1.0,3.35,7.0,167.0,16.0,4.0,25.0,2673.0,2612.0,47.0,90.0,1.0,1
22759,1.0,1.0,0.0,1.0,1.0,40.854929999999996,-73.93066999999999,2.0,1.0,1.0,135.0,2.0,1125.0,8.0,0.0,100.0,1.0,0.33,5.0,71.0,38.0,5.0,12.0,2242.0,719.0,83.0,67.5,0.0,1
30630,1.0,0.97,1.0,0.0,1.0,40.71902,-73.93981,4.0,2.0,2.0,149.0,4.0,1125.0,26.0,2.0,98.0,0.0,2.77,9.0,68.0,2.0,10.0,31.0,4007.0,281.0,20.0,37.25,0.0,1
20972,1.0,0.99,0.0,8.0,1.0,40.68777,-73.9123,3.0,1.0,1.0,52.0,1.0,30.0,41.0,1.0,98.0,1.0,1.48,4.0,64.0,70.0,5.0,23.0,1355.0,828.0,6.0,17.333333333333332,0.0,1
23175,0.9,1.0,0.0,1.0,0.0,40.80581,-73.9463,6.0,2.0,1.0,295.0,1.0,1125.0,48.0,1.0,93.0,1.0,2.08,3.0,94.0,49.0,2.0,15.0,699.0,691.0,22.0,49.166666666666664,1.0,1
23039,0.43,0.99,0.0,8.0,1.0,40.75956,-73.98704000000001,2.0,1.0,1.0,142.0,1.0,1125.0,33.0,0.0,82.0,1.0,1.53,7.0,159.0,85.0,2.0,25.0,716.0,648.0,332.0,71.0,1.0,1
33441,1.0,0.95,0.0,175.0,1.0,40.77267,-73.94943,5.0,2.0,2.0,140.0,30.0,180.0,1.0,1.0,100.0,1.0,1.0,11.0,140.0,91.0,7.0,25.0,2306.0,16.0,16.0,28.0,1.0,1
26386,1.0,1.0,1.0,3.0,1.0,40.68741,-73.75673,2.0,1.0,1.0,35.0,1.0,30.0,16.0,0.0,99.0,0.0,0.94,3.0,117.0,4.0,4.0,32.0,1623.0,512.0,307.0,17.5,1.0,1
24045,0.94,0.97,0.0,9.0,1.0,40.75547,-73.98456999999999,2.0,1.0,1.0,189.0,1.0,1125.0,4.0,0.0,80.0,1.0,0.2,8.0,86.0,50.0,2.0,23.0,634.0,607.0,376.0,94.5,1.0,1
24945,1.0,0.75,0.0,1.0,1.0,40.73059,-73.79265,1.0,1.0,1.0,42.0,2.0,1125.0,18.0,0.0,96.0,0.0,1.04,7.0,124.0,16.0,5.0,30.0,601.0,519.0,144.0,42.0,0.0,1
24015,0.96,0.98,0.0,15.0,1.0,40.76509,-73.97527,3.0,1.0,1.0,123.0,1.0,1125.0,5.0,0.0,80.0,1.0,0.26,10.0,164.0,195.0,3.0,22.0,640.0,571.0,114.0,41.0,1.0,1
25645,0.88,0.97,0.0,10.0,1.0,40.7683,-73.92478,2.0,1.0,1.0,59.0,1.0,1125.0,18.0,0.0,96.0,0.0,1.02,8.0,144.0,15.0,6.0,24.0,566.0,528.0,370.0,29.5,1.0,1
25040,0.0,1.0,0.0,1.0,1.0,40.743990000000004,-74.0051,4.0,1.5924076737359094,2.0,250.0,30.0,1125.0,32.0,0.0,98.0,0.0,1.63,5.0,80.0,3.0,8.0,16.0,1295.0,587.0,322.0,62.5,1.0,0
8661,1.0,0.76,0.0,14.0,1.0,40.72829,-73.94355999999999,3.0,1.418654051304955,2.0,157.0,3.0,1125.0,41.0,0.0,97.0,0.0,0.66,5.0,151.0,17.0,6.0,27.0,1928.0,1865.0,176.0,52.333333333333336,1.0,0
29239,1.0,0.5,0.0,0.0,1.0,40.70498,-73.93344,4.0,2.0,2.0,130.0,30.0,1125.0,5.0,0.0,92.0,0.0,0.84,7.0,168.0,76.0,6.0,16.0,1816.0,177.0,116.0,32.5,0.0,1
27066,1.0,0.27,0.0,0.0,1.0,40.71883,-73.95506,3.0,1.0,2.0,250.0,4.0,1125.0,3.0,0.0,100.0,0.0,0.21,6.0,120.0,13.0,5.0,31.0,1592.0,426.0,36.0,83.33333333333333,1.0,1
24064,0.9,1.0,0.0,13.0,0.0,40.75544,-73.98836999999999,2.0,1.0,1.0,236.0,1.0,1125.0,1.0,0.0,100.0,1.0,0.06,7.0,161.0,268.0,2.0,20.0,639.0,474.0,474.0,118.0,1.0,1
25368,1.0,0.97,0.0,5.0,1.0,40.73695,-74.00403,2.0,1.050253683973068,1.0,89.0,30.0,360.0,11.0,0.0,94.0,0.0,0.62,6.0,136.0,36.0,6.0,20.0,2686.0,528.0,401.0,44.5,1.0,0
17442,1.0,0.83,1.0,6.0,1.0,40.6773,-73.91549,2.0,1.0,1.0,39.0,3.0,31.0,38.0,0.0,94.0,0.0,1.04,7.0,168.0,62.0,8.0,30.0,2444.0,1098.0,354.0,19.5,1.0,1
11230,0.89,0.51,0.0,3.0,1.0,40.7232,-73.98342,2.0,1.0,1.0,99.0,1.0,31.0,13.0,0.0,89.0,0.0,0.23,7.0,158.0,29.0,7.0,22.0,4461.0,1671.0,158.0,49.5,1.0,1
16462,0.73,0.74,0.0,31.0,1.0,40.71844,-74.0039,5.0,2.0,2.0,187.0,30.0,1125.0,1.0,0.0,100.0,0.0,0.33,5.0,94.0,43.0,3.0,18.0,1888.0,90.0,90.0,37.4,1.0,1
8599,0.73,0.74,0.0,31.0,1.0,40.7448,-73.97754,5.0,2.0,3.0,150.0,30.0,365.0,1.0,0.0,60.0,0.0,0.03,3.0,118.0,43.0,3.0,18.0,1887.0,993.0,993.0,30.0,1.0,1
7318,1.0,0.94,0.0,2.0,1.0,40.7567,-73.99277,3.0,1.0,1.0,80.0,2.0,1125.0,306.0,1.0,89.0,0.0,4.94,7.0,103.0,5.0,6.0,25.0,2978.0,1857.0,3.0,26.666666666666668,1.0,1
4983,1.0,0.87,0.0,6.0,1.0,40.65041,-73.92574,10.0,3.0,0.0,249.0,30.0,90.0,16.0,0.0,99.0,0.0,0.46,7.0,118.0,49.0,4.0,22.0,2646.0,1041.0,550.0,24.9,1.0,1
183,1.0,0.96,0.0,1.0,1.0,40.81322,-73.95306,5.0,2.0,2.0,135.0,30.0,365.0,211.0,0.0,87.0,0.0,1.77,6.0,163.0,23.0,8.0,30.0,3902.0,3585.0,96.0,27.0,1.0,1
23250,1.0,0.84,1.0,1.0,1.0,40.64949,-73.96599,3.0,2.0,2.0,170.0,2.0,1125.0,33.0,0.0,99.0,0.0,1.44,4.0,154.0,69.0,5.0,25.0,1360.0,686.0,75.0,56.666666666666664,1.0,1
3007,1.0,1.0,0.0,0.0,1.0,40.67905,-73.98268,2.0,1.0,1.0,68.0,30.0,125.0,29.0,1.0,92.0,0.0,0.36,8.0,154.0,44.0,4.0,24.0,2434.0,2383.0,17.0,34.0,0.0,1
30525,1.0,1.0,0.0,0.0,1.0,40.80279,-73.96389,2.0,1.0,1.0,45.0,1.0,1125.0,1.0,0.0,40.0,1.0,0.11,8.0,138.0,22.0,6.0,16.0,424.0,281.0,281.0,22.5,1.0,1
12321,1.0,0.75,1.0,1.0,0.0,40.64921,-73.97782,2.0,1.0058052415128564,1.0,126.0,35.0,1125.0,119.0,0.0,100.0,0.0,2.32,8.0,163.0,52.0,4.0,29.0,1558.0,1538.0,221.0,63.0,1.0,0
34930,1.0,0.5,0.0,1.0,1.0,40.71581,-74.00859,6.0,3.0,4.0,500.0,10.0,1125.0,1.0,0.0,100.0,0.0,0.86,3.0,146.0,12.0,5.0,21.0,1991.0,34.0,34.0,83.33333333333333,1.0,1
25713,1.0,1.0,0.0,0.0,0.0,40.667120000000004,-73.98959,2.0,1.0,1.0,99.0,4.0,1125.0,5.0,0.0,96.0,0.0,0.28,7.0,159.0,48.0,2.0,20.0,561.0,529.0,108.0,49.5,1.0,1
27150,1.0,0.97,0.0,3.0,1.0,40.76271,-73.98725999999999,5.0,2.0,3.0,280.0,3.0,300.0,21.0,0.0,96.0,0.0,1.29,7.0,168.0,23.0,8.0,31.0,1953.0,488.0,324.0,56.0,1.0,1
35497,1.0,1.0,0.0,0.0,0.0,40.63054,-73.95768000000001,4.0,2.0,3.0,100.0,3.0,7.0,6.0,5.0,100.0,1.0,5.29,7.0,138.0,23.0,6.0,29.0,3479.0,33.0,7.0,25.0,1.0,1
267,1.0,0.72,1.0,2.0,1.0,40.68569,-73.93038,2.0,1.0,1.0,99.0,2.0,28.0,42.0,1.0,99.0,1.0,0.47,5.0,142.0,53.0,6.0,24.0,3545.0,2687.0,23.0,49.5,1.0,1
22849,1.0,0.81,1.0,1.0,1.0,40.68535,-73.95296,4.0,1.0,2.0,179.0,30.0,1125.0,47.0,0.0,98.0,0.0,2.03,7.0,165.0,40.0,5.0,35.0,3327.0,692.0,139.0,44.75,1.0,1
2067,1.0,1.0,1.0,1.0,0.0,40.853429999999996,-73.78811,2.0,1.0,1.0,100.0,30.0,30.0,106.0,0.0,99.0,1.0,1.24,6.0,151.0,2.0,3.0,39.0,2641.0,2573.0,86.0,50.0,1.0,1
3402,0.87,0.48,0.0,51.0,1.0,40.750209999999996,-73.97137,2.0,1.0,1.0,87.0,30.0,365.0,8.0,0.0,85.0,0.0,0.1,5.0,64.0,48.0,8.0,25.0,3350.0,2302.0,527.0,43.5,1.0,1
24054,0.79,0.98,0.0,14.0,1.0,40.76211,-73.98276,4.0,1.0,2.0,139.0,1.0,1125.0,12.0,0.0,92.0,1.0,0.67,7.0,88.0,62.0,2.0,29.0,640.0,536.0,42.0,34.75,1.0,1
11805,1.0,0.71,1.0,5.0,1.0,40.71935,-73.94433000000001,4.0,2.0,3.0,95.0,30.0,90.0,8.0,0.0,100.0,0.0,0.16,6.0,145.0,36.0,6.0,18.0,1902.0,1467.0,251.0,23.75,1.0,1
15991,1.0,0.75,1.0,1.0,1.0,40.73843,-73.90373000000001,3.0,1.0,1.0,71.0,1.0,1125.0,153.0,4.0,98.0,0.0,3.91,8.0,167.0,160.0,5.0,33.0,1215.0,1173.0,5.0,23.666666666666668,1.0,1
25414,1.0,0.95,1.0,2.0,1.0,40.76208,-73.92845,2.0,1.0,1.0,50.0,2.0,1125.0,39.0,0.0,97.0,0.0,2.04,2.0,98.0,26.0,7.0,28.0,984.0,572.0,53.0,25.0,1.0,1
33225,0.94,0.92,0.0,8.0,1.0,40.73836,-73.87333000000001,1.0,0.7929692838696418,1.0,28.0,1.0,30.0,10.0,2.0,86.0,1.0,3.41,9.0,158.0,56.0,6.0,44.0,874.0,87.0,27.0,28.0,1.0,0
25687,1.0,0.82,0.0,177.0,1.0,40.69207,-73.91212,1.0,1.0,1.0,43.0,30.0,1125.0,1.0,0.0,100.0,0.0,0.1,8.0,143.0,622.0,7.0,22.0,1319.0,311.0,311.0,43.0,1.0,1
21272,1.0,0.99,0.0,1337.0,1.0,40.70558,-74.00838,2.0,1.0,1.0,210.0,30.0,1125.0,1.0,0.0,100.0,1.0,0.04,11.0,140.0,251.0,9.0,27.0,1512.0,688.0,688.0,105.0,1.0,1
35613,0.6,0.86,0.0,1.0,1.0,40.718579999999996,-73.94548,2.0,1.0,1.0,140.0,5.0,90.0,3.0,2.0,100.0,0.0,2.65,8.0,72.0,37.0,6.0,15.0,2440.0,33.0,15.0,70.0,1.0,1
